Unit #AA001003J;0.662015
Unit #AB001036S;0.500157
Unit #BE000912S;1.059999
Unit #BL001043G;0.627765
Unit #BW000132E;0.455520
Unit #CD001065G;0.942061
Unit #CG000576J;1.109578
Unit #DA000814B;0.553419
Unit #DN000508V;1.004065
Unit #DP000332Z;0.541377
Unit #DP001451I;0.828086
Unit #ES000188J;0.605629
Unit #EV000530P;0.916423
Unit #FH000374D;0.478004
Unit #FK000409U;0.839020
Unit #FL000845S;1.100032
Unit #FM000929M;0.702261
Unit #FX000057Y;0.497668
Unit #GE000930R;0.937486
Unit #HN000465H;0.969436
Unit #HT001241U;1.099068
Unit #IA001476Z;0.611981
Unit #LV000437A;0.897670
Unit #LV001122V;0.652515
Unit #MF000885J;0.691353
Unit #MV000182D;0.837826
Unit #NL000474B;0.764215
Unit #NP000118D;0.994448
Unit #NR001623M;0.577683
Unit #NX000445R;0.896705
Unit #OK001105S;0.956411
Unit #PI001593S;0.873340
Unit #PL001456G;0.649433
Unit #PN001190C;0.507853
Unit #QA000620S;0.587923
Unit #QF001503F;0.860857
Unit #QT001339W;0.458984
Unit #TD000727C;0.565018
Unit #TE000412M;0.900955
Unit #TM001229F;0.648160
Unit #TX001643O;0.961076
Unit #VD000461I;1.035919
Unit #WT000711Z;0.557967
Unit #XC000879C;1.056385
Unit #XF001543C;0.745819
Unit #XJ000387Y;0.658303
Unit #XV001151O;1.082871
Unit #ZE000363O;1.074146
Unit #ZR000106J;0.971004
Unit #ZU000451S;0.959097
