Unit #AA001003J;0.668000
Unit #AB001036S;0.505000
Unit #BE000912S;1.069000
Unit #BL001043G;0.633000
Unit #BW000132E;0.460000
Unit #CD001065G;0.952000
Unit #CG000576J;1.119000
Unit #DA000814B;0.558000
Unit #DN000508V;1.013000
Unit #DP000332Z;0.547000
Unit #DP001451I;0.837000
Unit #ES000188J;0.612000
Unit #EV000530P;0.924000
Unit #FH000374D;0.482000
Unit #FK000409U;0.848000
Unit #FL000845S;1.110000
Unit #FM000929M;0.710000
Unit #FX000057Y;0.502000
Unit #GE000930R;0.946000
Unit #HN000465H;0.980000
Unit #HT001241U;1.111000
Unit #IA001476Z;0.618000
Unit #LV000437A;0.905000
Unit #LV001122V;0.659000
Unit #MF000885J;0.699000
Unit #MV000182D;0.845000
Unit #NL000474B;0.771000
Unit #NP000118D;1.005000
Unit #NR001623M;0.583000
Unit #NX000445R;0.904000
Unit #OK001105S;0.965000
Unit #PI001593S;0.883000
Unit #PL001456G;0.656000
Unit #PN001190C;0.512000
Unit #QA000620S;0.594000
Unit #QF001503F;0.869000
Unit #QT001339W;0.464000
Unit #TD000727C;0.570000
Unit #TE000412M;0.910000
Unit #TM001229F;0.654000
Unit #TX001643O;0.970000
Unit #VD000461I;1.045000
Unit #WT000711Z;0.563000
Unit #XC000879C;1.066000
Unit #XF001543C;0.754000
Unit #XJ000387Y;0.665000
Unit #XV001151O;1.092000
Unit #ZE000363O;1.084000
Unit #ZR000106J;0.981000
Unit #ZU000451S;0.969000
